device_age_months,battery_capacity_mah,avg_screen_on_hours_per_day,avg_charging_cycles_per_week,avg_battery_temp_celsius,fast_charging_usage_percent,overnight_charging_freq_per_week,gaming_hours_per_week,video_streaming_hours_per_week,background_app_usage_level,signal_strength_avg,charging_habit_score,usage_intensity_score,thermal_stress_index,battery_health_score,battery_health
26,3000,8.5,13.9,34.0,21.8,3,0.9,4.7,2,3,8,10.0,3.34,50.97,Moderate
31,3000,4.5,5.0,29.2,63.4,3,1.8,6.6,2,1,7,10.0,2.29,58.6,Healthy
20,4000,5.0,7.7,36.0,68.6,4,3.8,8.7,1,1,7,10.0,4.02,46.18,Poor
7,4000,4.2,4.9,35.2,22.6,7,2.7,11.9,1,1,6,10.0,3.74,61.79,Healthy
37,4500,4.0,5.2,30.9,16.2,4,3.1,17.5,2,2,7,10.0,2.78,59.51,Healthy
7,4500,7.7,12.3,34.9,53.8,0,1.5,7.7,1,3,9,10.0,3.59,55.07,Moderate
2,4000,1.0,3.0,29.3,31.9,6,5.6,15.4,2,2,6,10.0,2.59,74.74,Healthy
43,4000,4.6,6.8,33.4,27.9,7,2.8,8.0,1,3,5,10.0,3.33,46.15,Poor
2,3000,6.0,10.1,33.1,41.6,0,2.5,16.6,3,2,8,10.0,3.25,62.86,Healthy
21,4000,8.9,13.1,31.0,37.5,4,3.2,9.6,1,3,7,10.0,2.81,55.1,Moderate
5,4500,3.2,6.1,21.6,11.0,5,0.4,2.6,3,3,7,10.0,1.0,89.13,Healthy
1,3000,2.9,3.3,30.0,39.7,7,2.8,6.4,1,1,5,10.0,2.53,71.77,Healthy
22,5000,3.8,4.5,30.1,86.8,7,3.2,10.0,1,3,4,10.0,2.6,52.85,Moderate
43,4500,6.9,10.2,33.5,62.9,1,1.7,9.0,3,2,8,10.0,3.27,41.94,Poor
1,4500,5.8,8.6,34.2,52.4,4,6.0,4.9,2,2,6,10.0,3.76,57.12,Moderate
37,3000,2.6,3.1,32.0,61.4,5,0.8,3.4,3,3,5,10.0,2.86,50.32,Moderate
16,5000,5.7,8.3,31.6,81.6,6,5.6,14.0,1,2,5,10.0,3.11,50.42,Moderate
34,4500,8.6,14.3,32.1,29.4,0,7.5,0.0,2,2,9,10.0,3.39,49.27,Moderate
33,4000,6.0,8.6,33.0,79.5,3,4.5,12.5,2,3,6,10.0,3.38,42.33,Poor
22,4500,5.8,6.8,26.8,82.0,5,1.8,4.5,1,2,6,10.0,1.73,60.96,Healthy
29,3000,5.9,7.2,32.2,34.9,1,3.6,19.5,3,2,8,10.0,3.12,56.85,Moderate
7,3000,6.3,11.6,29.7,32.4,0,1.4,0.0,2,3,8,10.0,2.36,67.65,Healthy
21,3000,3.0,5.9,36.3,45.7,1,10.3,0.0,3,1,9,10.0,4.57,51.42,Moderate
43,4500,5.0,7.1,29.0,77.5,1,2.6,7.9,2,3,7,10.0,2.29,49.63,Moderate
35,5000,5.1,8.5,30.9,53.5,3,1.5,15.1,1,3,6,10.0,2.65,50.53,Moderate
4,4000,4.5,7.1,32.7,40.1,5,0.2,20.9,2,1,5,10.0,2.97,62.35,Healthy
12,3000,6.9,11.6,29.6,54.0,0,3.0,14.9,1,2,8,10.0,2.46,61.98,Healthy
28,5000,4.2,5.3,31.7,38.4,4,6.6,10.7,1,3,7,10.0,3.21,57.29,Moderate
30,4000,4.8,6.1,30.9,76.6,1,4.4,5.1,1,3,7,10.0,2.88,51.93,Moderate
46,3000,3.0,5.8,33.1,73.1,1,6.0,6.2,2,2,6,10.0,3.51,39.98,Poor
15,4000,6.3,7.9,33.7,47.4,3,11.3,6.7,3,2,7,10.0,4.05,53.54,Moderate
41,4000,7.4,11.1,30.9,22.7,5,3.1,8.0,3,3,6,10.0,2.77,49.78,Moderate
29,5000,4.8,7.1,27.8,89.5,0,2.7,8.7,2,2,8,10.0,2.03,57.28,Moderate
15,4000,7.1,11.5,38.2,68.6,5,12.6,11.0,3,3,6,10.0,5.18,36.45,Poor
11,3000,5.2,7.9,30.2,46.4,1,3.6,7.1,3,3,8,10.0,2.65,65.77,Healthy
16,5000,1.0,3.0,24.5,44.7,1,1.0,10.8,3,3,8,10.0,1.11,80.42,Healthy
15,4500,5.4,7.7,28.5,50.7,2,1.8,11.9,1,2,7,10.0,2.12,65.99,Healthy
11,4500,5.1,6.7,35.9,62.9,2,12.2,4.5,2,1,7,10.0,4.63,49.51,Moderate
7,5000,5.7,8.4,29.6,54.1,1,4.1,3.7,2,3,8,10.0,2.55,66.77,Healthy
19,4500,6.0,10.2,35.1,41.2,5,6.6,15.5,1,3,7,10.0,4.01,49.34,Moderate
2,4000,4.1,5.9,29.0,9.2,6,1.3,10.6,2,1,6,10.0,2.19,77.28,Healthy
15,3000,8.4,14.1,32.5,36.9,7,6.6,9.2,1,2,5,10.0,3.42,49.99,Moderate
29,4000,5.4,8.8,32.0,90.4,5,2.5,2.9,3,3,5,10.0,2.98,43.27,Poor
44,5000,5.1,8.1,29.5,38.8,5,6.8,13.8,1,3,6,10.0,2.72,50.58,Moderate
22,3000,7.0,10.3,31.0,10.3,3,9.8,10.0,1,2,7,10.0,3.29,59.69,Healthy
27,5000,5.5,7.7,32.0,69.5,4,1.7,17.5,3,3,6,10.0,2.93,49.98,Moderate
39,5000,10.6,17.6,33.4,76.4,2,5.3,11.0,2,2,7,10.0,3.52,32.13,Poor
4,5000,5.1,8.4,33.5,30.5,2,3.8,8.7,3,1,8,10.0,3.44,64.22,Healthy
19,4000,6.2,9.2,30.3,71.7,7,2.2,6.9,1,1,4,10.0,2.57,51.8,Moderate
39,3000,4.0,7.7,31.4,58.6,6,1.9,17.9,2,3,5,10.0,2.8,46.34,Poor
43,3000,7.2,11.5,36.0,23.7,0,3.6,15.0,1,3,8,10.0,4.0,41.32,Poor
0,3000,6.1,7.8,30.8,25.1,4,1.5,11.1,2,2,7,10.0,2.63,71.74,Healthy
29,4000,4.8,6.8,30.6,66.3,2,2.9,14.7,3,1,7,10.0,2.68,54.33,Moderate
20,4500,3.8,6.4,29.7,38.3,4,5.6,11.7,2,3,7,10.0,2.68,63.67,Healthy
19,4000,2.9,5.8,31.2,87.6,4,0.9,0.9,3,2,5,10.0,2.69,52.69,Moderate
5,4000,6.3,11.9,31.3,44.1,0,1.4,14.7,2,2,8,10.0,2.73,63.34,Healthy
21,5000,2.7,4.1,29.2,79.5,1,1.7,13.5,1,3,7,10.0,2.29,61.17,Healthy
17,3000,8.1,12.8,32.8,36.3,7,4.5,4.5,2,3,5,10.0,3.32,50.58,Moderate
7,3000,3.0,3.8,29.4,69.6,6,6.1,12.9,2,3,6,10.0,2.65,65.79,Healthy
38,4500,5.1,6.8,29.2,45.3,1,3.5,5.8,3,2,8,10.0,2.41,57.69,Moderate
31,4500,3.7,3.9,32.1,59.1,2,5.4,7.9,3,3,7,10.0,3.22,53.77,Moderate
32,5000,5.6,8.7,31.7,19.5,7,4.2,10.8,2,2,7,10.0,3.05,55.86,Moderate
15,3000,5.6,9.6,32.1,43.1,0,10.4,10.5,1,2,8,10.0,3.61,57.33,Moderate
11,4500,6.4,10.4,29.3,57.9,2,1.2,9.6,2,3,6,10.0,2.26,61.17,Healthy
37,4500,2.4,3.8,28.6,37.9,2,1.2,1.9,2,3,7,10.0,2.1,62.51,Healthy
33,3000,4.0,7.2,29.3,57.4,5,0.2,10.2,1,2,6,10.0,2.2,55.39,Moderate
13,4000,7.4,14.1,33.4,84.9,1,0.9,18.4,3,3,6,10.0,3.2,44.83,Poor
35,4500,6.8,9.4,34.2,3.5,0,1.8,11.4,2,3,9,10.0,3.45,55.15,Moderate
32,3000,1.0,3.0,29.8,21.9,7,3.4,9.1,2,3,6,10.0,2.54,63.46,Healthy
22,4500,6.3,9.7,34.9,63.6,4,3.4,13.5,2,3,6,10.0,3.73,45.0,Poor
44,5000,3.4,6.2,30.8,34.1,1,4.5,10.7,3,3,8,10.0,2.85,54.15,Moderate
1,4500,4.3,4.9,28.7,44.4,2,3.1,7.9,1,3,7,10.0,2.27,74.69,Healthy
40,3000,5.0,8.4,30.1,76.1,2,3.3,14.6,1,3,6,10.0,2.6,46.1,Poor
20,4500,8.6,12.6,30.9,67.0,3,4.5,11.3,1,2,6,10.0,2.88,49.89,Moderate
1,5000,3.4,5.5,31.5,58.8,0,9.5,12.0,2,3,7,10.0,3.4,64.69,Healthy
26,5000,2.7,3.1,32.8,20.1,4,7.6,9.0,3,3,7,10.0,3.55,60.6,Healthy
8,4500,6.4,8.6,33.2,52.4,4,1.0,9.5,1,3,6,10.0,3.16,57.54,Moderate
0,4500,5.4,7.1,32.6,84.2,2,11.7,14.0,2,3,7,10.0,3.82,56.94,Moderate
10,5000,7.9,12.5,37.3,61.9,7,12.7,7.5,2,2,4,10.0,4.99,37.4,Poor
2,5000,4.8,6.6,30.5,21.8,6,1.0,21.6,2,3,6,10.0,2.52,71.87,Healthy
22,4000,7.9,12.2,35.0,42.2,3,2.6,7.0,1,3,6,10.0,3.7,45.88,Poor
25,4000,5.5,8.3,31.2,13.5,3,3.9,7.0,3,2,8,10.0,2.91,62.56,Healthy
3,5000,6.6,8.7,31.8,80.1,0,5.0,15.2,3,2,7,10.0,3.12,58.3,Healthy
17,4500,8.7,13.2,35.7,96.3,6,1.4,9.9,2,3,6,10.0,3.77,37.74,Poor
5,3000,5.2,8.0,34.3,56.0,6,0.7,13.0,2,3,6,10.0,3.4,56.77,Moderate
34,4500,7.6,12.4,32.6,37.7,7,7.3,17.6,2,3,6,10.0,3.49,44.64,Poor
21,4500,4.3,7.9,33.0,81.9,2,5.5,12.0,2,3,6,10.0,3.45,47.36,Poor
42,4000,6.0,7.9,32.1,52.5,7,3.2,11.7,2,2,5,10.0,3.06,44.11,Poor
14,4000,2.6,4.3,33.1,72.1,2,2.7,7.2,3,2,7,10.0,3.27,57.26,Moderate
21,4000,4.5,4.5,31.3,47.1,6,6.1,5.7,3,3,5,10.0,3.09,57.66,Moderate
36,5000,3.4,5.9,27.0,87.7,7,1.2,2.3,1,3,5,10.0,1.71,53.56,Moderate
41,5000,7.9,13.0,34.2,40.8,2,4.3,6.4,2,2,8,10.0,3.64,41.32,Poor
11,4500,9.0,10.8,33.6,50.8,0,5.6,7.6,3,3,8,10.0,3.59,55.21,Moderate
46,4500,4.8,6.8,29.9,58.5,4,3.1,6.3,3,2,6,10.0,2.54,48.26,Poor
48,3000,4.0,5.0,31.8,69.6,1,1.4,8.7,1,2,7,10.0,2.86,45.72,Poor
41,4500,2.9,4.0,32.1,65.9,3,1.5,7.6,1,3,6,10.0,2.94,48.12,Poor
37,4500,6.0,8.5,30.3,24.0,4,2.3,14.2,3,3,7,10.0,2.57,56.56,Moderate
17,4000,4.3,6.4,32.1,57.5,1,3.1,3.4,1,2,7,10.0,3.06,58.06,Healthy
44,4000,4.4,7.6,29.9,59.4,7,1.5,14.9,3,3,5,10.0,2.43,47.19,Poor
34,4000,8.8,12.8,36.3,56.5,6,6.0,13.4,1,3,6,10.0,4.24,34.71,Poor
29,4000,4.9,6.4,30.8,80.7,7,4.0,5.4,3,3,5,10.0,2.83,48.87,Poor
23,4000,6.7,9.8,29.9,19.6,6,0.8,3.6,3,3,5,10.0,2.36,60.18,Healthy
41,3000,5.6,8.2,28.7,27.3,7,4.2,12.8,3,2,5,10.0,2.34,54.34,Moderate
29,3000,2.8,4.1,35.0,76.7,6,6.8,12.8,2,3,5,10.0,4.01,42.85,Poor
13,3000,1.8,3.0,31.1,75.1,7,5.0,6.0,2,3,5,10.0,2.96,58.85,Healthy
5,4000,6.5,10.1,35.3,83.4,7,9.4,3.4,3,3,4,10.0,4.28,43.28,Poor
2,5000,8.9,14.7,31.6,13.1,4,0.6,8.0,1,2,7,10.0,2.75,64.83,Healthy
15,4000,6.1,7.9,35.0,68.8,6,2.0,0.0,2,3,5,10.0,3.64,47.67,Poor
6,4000,6.7,10.6,30.6,84.4,7,4.6,12.7,2,2,5,10.0,2.81,54.13,Moderate
13,3000,3.7,6.5,32.3,56.9,4,2.3,6.8,2,2,6,10.0,3.04,58.17,Healthy
8,4000,7.5,10.9,32.0,69.2,4,3.1,11.0,2,2,6,10.0,3.03,54.48,Moderate
14,3000,7.5,12.5,35.2,46.3,4,9.8,19.0,1,3,7,10.0,4.29,47.25,Poor
20,4000,4.1,6.1,35.0,37.2,2,7.6,8.0,1,1,8,10.0,4.07,54.78,Moderate
34,4500,6.6,8.8,34.0,67.0,4,4.9,13.4,2,3,7,10.0,3.64,43.04,Poor
1,5000,2.0,3.0,27.8,80.9,1,3.6,8.7,2,2,7,10.0,2.1,72.51,Healthy
26,5000,6.9,11.2,32.0,42.7,1,5.0,7.8,1,2,7,10.0,3.17,51.64,Moderate
1,3000,4.4,7.2,27.8,26.3,3,5.7,17.6,1,3,7,10.0,2.26,76.21,Healthy
34,4500,3.0,6.1,30.5,78.2,6,2.3,7.2,1,3,4,10.0,2.62,47.14,Poor
17,5000,6.3,10.1,30.9,93.4,5,6.3,12.7,3,2,5,10.0,3.01,47.57,Poor
13,3000,2.0,3.0,34.1,3.3,0,4.5,11.6,1,3,9,10.0,3.63,69.91,Healthy
19,4000,6.2,9.8,33.4,85.1,1,4.4,12.1,2,3,8,10.0,3.46,48.29,Poor
17,4000,3.2,4.9,31.9,50.0,6,3.3,13.1,1,2,5,10.0,3.02,58.15,Healthy
9,4500,2.8,3.9,25.8,54.5,1,5.0,12.6,2,3,8,10.0,1.72,77.29,Healthy
24,5000,5.6,7.9,32.6,81.8,1,6.8,7.2,3,3,8,10.0,3.46,49.36,Moderate
1,4000,5.2,6.0,33.4,80.0,1,1.5,7.8,2,3,6,10.0,3.23,58.26,Healthy
24,3000,8.4,11.9,36.1,49.9,0,11.3,11.4,1,2,8,10.0,4.59,42.46,Poor
32,4000,2.9,4.4,29.8,65.1,0,7.2,0.7,3,1,8,10.0,2.84,57.2,Moderate
35,4000,8.3,9.7,33.0,42.5,5,1.3,11.8,3,3,6,10.0,3.13,47.07,Poor
30,5000,3.2,4.3,34.0,80.7,4,6.2,7.1,1,3,6,10.0,3.74,45.12,Poor
13,5000,7.3,11.9,33.0,25.1,5,2.8,15.2,3,2,6,10.0,3.26,56.28,Moderate
0,3000,7.7,12.9,33.2,90.5,1,1.1,0.2,2,2,7,10.0,3.16,52.33,Moderate
45,4500,6.1,8.7,31.2,52.3,1,2.0,12.3,1,3,6,10.0,2.77,45.59,Poor
15,4500,3.9,5.3,35.5,42.6,3,2.1,11.4,3,2,8,10.0,3.77,57.45,Moderate
45,4000,2.5,3.0,36.0,12.2,3,5.3,10.8,2,3,8,10.0,4.13,49.92,Moderate
2,3000,1.6,3.0,28.7,39.2,3,3.2,16.6,2,2,8,10.0,2.26,78.37,Healthy
34,4500,9.2,14.9,34.9,46.5,6,4.5,10.1,3,3,5,10.0,3.81,35.88,Poor
40,4500,4.9,9.0,30.8,81.2,6,6.0,11.3,1,3,5,10.0,2.96,41.21,Poor
5,4000,3.3,3.2,33.7,23.6,3,4.9,3.9,2,2,8,10.0,3.57,69.15,Healthy
24,3000,3.2,4.0,31.5,86.3,4,6.0,10.6,3,3,6,10.0,3.13,51.96,Moderate
12,4500,5.8,6.9,29.7,51.6,2,1.8,8.7,1,2,6,10.0,2.39,64.17,Healthy
33,5000,4.7,7.0,30.2,65.8,3,2.6,8.6,1,3,7,10.0,2.57,53.38,Moderate
7,5000,1.7,3.0,27.6,94.1,3,1.6,2.0,2,2,7,10.0,1.9,68.97,Healthy
20,4000,7.2,11.2,38.1,64.6,7,2.8,18.6,1,2,5,10.0,4.42,36.88,Poor
33,4000,6.2,9.9,31.7,44.0,0,1.6,5.2,2,3,8,10.0,2.85,52.74,Moderate
3,4000,9.2,14.3,32.3,53.3,5,2.1,8.5,1,3,6,10.0,3.03,55.42,Moderate
24,4000,7.8,10.0,31.4,8.6,6,1.9,2.6,2,3,6,10.0,2.8,59.46,Healthy
14,4500,1.0,3.0,29.9,23.1,1,3.7,2.8,3,1,9,10.0,2.58,74.8,Healthy
3,3000,8.3,10.8,36.2,78.4,4,8.5,2.8,1,3,4,10.0,4.41,42.78,Poor
44,4000,7.9,13.6,34.2,87.4,1,0.6,17.7,2,2,6,10.0,3.35,30.62,Poor
11,4000,4.0,5.7,30.2,44.0,2,2.4,2.0,1,2,8,10.0,2.55,68.64,Healthy
31,4500,4.6,5.6,32.5,60.5,4,5.5,7.1,3,3,7,10.0,3.34,51.05,Moderate
31,4000,6.3,8.9,32.3,42.0,2,2.2,8.0,1,3,7,10.0,3.04,52.07,Moderate
27,4000,3.5,5.4,29.7,53.3,6,6.8,6.3,3,3,5,10.0,2.78,56.17,Moderate
12,3000,5.0,8.3,28.0,47.9,6,1.5,5.7,1,2,6,10.0,1.97,66.75,Healthy
30,5000,7.5,12.6,33.6,75.2,7,2.5,7.9,1,3,4,10.0,3.35,37.04,Poor
13,4000,6.5,9.9,32.6,25.0,6,2.3,3.8,3,1,6,10.0,3.12,59.17,Healthy
19,4500,4.2,5.9,32.1,31.1,1,1.9,14.7,3,3,8,10.0,2.96,63.56,Healthy
17,3000,7.5,12.0,32.9,15.2,0,2.7,17.8,2,2,8,10.0,3.21,59.18,Healthy
28,4500,6.1,9.8,34.4,75.0,3,6.9,16.3,2,3,5,10.0,3.89,39.12,Poor
5,3000,6.0,9.2,30.7,19.5,6,3.7,0.4,3,2,8,10.0,2.78,70.12,Healthy
31,3000,4.5,7.5,32.4,36.8,6,9.7,0.0,1,3,6,10.0,3.63,50.4,Moderate
28,4000,5.5,7.6,33.0,67.2,1,1.4,2.2,3,3,9,10.0,3.14,52.47,Moderate
42,4000,4.0,5.9,31.5,33.5,6,8.0,12.7,2,3,6,10.0,3.27,50.17,Moderate
1,4000,1.6,3.0,31.1,65.0,4,0.3,7.4,2,2,6,10.0,2.62,68.14,Healthy
22,5000,4.9,8.8,31.5,29.9,6,5.6,22.0,1,2,6,10.0,3.11,56.89,Moderate
18,5000,5.3,7.4,37.5,9.7,7,10.5,10.1,2,1,6,10.0,4.86,50.11,Moderate
30,4500,5.8,10.1,32.1,15.9,6,10.1,15.3,1,3,6,10.0,3.58,52.02,Moderate
4,4000,7.9,11.2,33.8,33.8,3,1.9,15.4,3,3,7,10.0,3.35,59.64,Healthy
18,5000,4.2,6.6,29.8,87.6,6,6.2,5.0,1,2,5,10.0,2.75,53.53,Moderate
33,4000,4.8,7.2,31.4,45.2,4,7.5,5.8,2,2,5,10.0,3.23,49.71,Moderate
9,5000,7.0,9.9,30.5,38.3,2,5.4,17.7,2,3,8,10.0,2.85,64.84,Healthy
24,5000,4.0,6.5,33.1,90.5,4,2.2,1.4,2,3,6,10.0,3.24,46.85,Poor
1,3000,5.8,10.0,34.8,76.9,0,1.7,9.2,2,2,7,10.0,3.58,53.53,Moderate
10,4000,4.7,8.8,30.8,57.6,2,2.9,13.5,1,3,6,10.0,2.74,59.79,Healthy
30,4000,5.0,8.3,31.9,9.2,7,5.9,12.4,1,2,6,10.0,3.22,56.37,Moderate
14,5000,7.0,9.3,32.9,84.4,5,2.4,8.0,1,1,5,10.0,3.18,48.27,Poor
8,4000,4.8,5.7,30.5,39.7,7,2.9,7.8,1,3,5,10.0,2.66,65.53,Healthy
22,5000,7.1,11.8,30.7,93.1,6,3.0,3.7,3,3,5,10.0,2.72,45.22,Poor
18,4000,1.6,3.0,27.8,20.3,5,5.0,5.4,1,3,6,10.0,2.19,72.93,Healthy
8,3000,2.6,4.6,32.4,49.9,6,3.3,18.2,1,3,6,10.0,3.15,62.62,Healthy
34,4000,1.0,3.0,29.9,50.7,1,2.0,11.0,1,3,8,10.0,2.45,61.32,Healthy
20,3000,3.2,6.1,31.2,51.7,3,1.9,6.9,2,1,7,10.0,2.75,60.1,Healthy
8,4500,9.2,14.3,33.0,85.3,3,8.3,13.1,1,2,6,10.0,3.64,45.37,Poor
27,4000,5.5,8.2,31.8,71.9,0,6.2,7.7,3,2,8,10.0,3.22,51.08,Moderate
45,4000,4.1,8.1,28.4,39.0,4,5.0,4.5,1,2,6,10.0,2.34,52.72,Moderate
6,4000,7.1,11.4,36.5,28.0,6,3.8,7.1,3,3,5,10.0,4.13,50.87,Moderate
15,3000,7.3,11.6,32.6,78.6,6,0.6,2.9,2,2,4,10.0,2.98,46.18,Poor
15,4000,3.1,3.9,31.6,90.8,1,7.6,18.0,2,3,7,10.0,3.28,55.86,Moderate
32,4000,10.5,14.6,31.5,37.4,5,2.0,13.1,1,3,6,10.0,2.83,47.07,Poor
3,5000,6.1,8.8,29.5,9.9,4,2.1,13.1,3,3,7,10.0,2.38,74.15,Healthy
3,4500,6.3,8.0,33.2,50.8,5,5.7,7.3,2,3,6,10.0,3.51,59.09,Healthy
38,3000,6.5,9.4,33.7,76.0,4,7.6,9.7,3,2,6,10.0,3.77,37.79,Poor
39,5000,6.5,10.5,34.5,46.2,0,3.4,7.5,2,3,8,10.0,3.64,43.42,Poor
16,3000,4.3,7.4,28.5,24.6,5,4.5,2.9,2,3,7,10.0,2.33,69.04,Healthy
36,5000,9.7,14.2,34.3,40.4,2,0.7,14.5,3,3,8,10.0,3.39,43.17,Poor
38,4500,4.9,10.3,28.5,23.2,5,3.7,14.0,3,2,6,10.0,2.26,56.14,Moderate
28,5000,7.4,12.4,30.2,42.2,2,2.8,12.0,1,1,7,10.0,2.6,53.77,Moderate
35,3000,4.6,6.8,33.6,68.6,0,4.6,10.1,2,2,8,10.0,3.53,46.56,Poor
37,4000,4.2,7.4,32.9,52.8,0,4.0,5.6,3,2,9,10.0,3.32,50.52,Moderate
38,4000,9.3,13.4,34.1,56.7,6,1.4,11.7,1,2,5,10.0,3.4,36.49,Poor
36,4500,5.3,8.2,33.8,17.0,0,6.2,5.1,3,2,9,10.0,3.69,53.3,Moderate
34,3000,5.4,7.8,34.0,50.7,4,5.1,5.8,2,3,7,10.0,3.65,46.46,Poor
6,3000,6.1,7.9,30.9,32.5,5,2.6,5.2,3,2,6,10.0,2.73,66.1,Healthy
26,3000,10.7,16.6,32.0,55.6,5,0.9,6.7,1,3,5,10.0,2.88,42.73,Poor
27,4500,9.8,14.8,34.7,33.4,4,9.8,6.2,3,3,7,10.0,4.17,42.57,Poor
21,4000,8.1,12.2,31.8,3.7,1,3.4,13.6,3,3,8,10.0,3.0,61.02,Healthy
13,5000,11.2,16.8,32.5,44.6,0,4.6,4.9,3,1,8,10.0,3.25,51.99,Moderate
6,4500,3.6,4.5,30.2,59.3,4,1.9,9.9,3,3,6,10.0,2.53,66.75,Healthy
36,5000,6.8,11.8,35.9,38.8,2,5.3,13.0,1,3,8,10.0,4.1,41.35,Poor
21,4000,5.7,8.7,29.9,73.0,5,3.7,16.1,2,3,6,10.0,2.58,54.48,Moderate
4,4500,2.0,3.0,27.6,21.6,5,4.1,11.9,2,2,7,10.0,2.09,80.58,Healthy
1,4000,6.4,8.3,29.5,15.9,0,1.3,0.5,2,3,10,10.0,2.31,79.1,Healthy
26,5000,4.5,8.2,38.3,51.4,2,3.8,8.9,1,3,8,10.0,4.57,42.79,Poor
20,3000,8.6,13.8,32.5,25.1,3,1.3,13.6,1,2,7,10.0,3.01,54.44,Moderate
37,3000,4.7,7.1,29.8,36.5,1,5.0,5.1,3,3,8,10.0,2.67,57.55,Moderate
14,5000,4.6,5.6,32.0,66.7,3,5.2,16.6,2,2,7,10.0,3.18,58.31,Healthy
20,3000,8.6,14.5,34.0,94.7,1,3.8,16.5,2,2,7,10.0,3.55,39.5,Poor
9,5000,5.4,7.7,32.1,59.8,0,3.4,12.5,2,3,7,10.0,3.07,59.75,Healthy
22,4500,7.8,11.1,32.3,92.5,5,4.5,14.8,1,2,4,10.0,3.2,41.07,Poor
38,4500,6.3,9.5,30.2,59.9,1,1.6,16.0,3,3,8,10.0,2.5,51.49,Moderate
4,4500,6.4,9.9,34.1,36.5,4,11.8,10.3,3,3,7,10.0,4.18,56.96,Moderate
0,3000,5.0,7.3,32.2,52.3,2,2.4,14.4,2,1,7,10.0,3.03,65.09,Healthy
12,4000,6.5,6.4,32.0,80.1,5,5.0,4.2,1,3,5,10.0,3.17,53.51,Moderate
20,3000,5.2,8.1,30.4,63.3,4,6.5,13.6,1,2,6,10.0,2.92,55.14,Moderate
25,3000,3.9,6.8,37.7,37.7,0,2.8,12.0,3,2,9,10.0,4.34,49.57,Moderate
44,4000,5.3,7.0,33.8,15.7,6,6.0,22.5,3,2,6,10.0,3.68,47.08,Poor
20,4000,8.1,13.7,31.7,71.5,3,8.5,8.1,1,3,7,10.0,3.36,46.9,Poor
17,4000,6.6,10.7,27.8,56.9,2,4.7,16.4,1,2,7,10.0,2.16,61.88,Healthy
36,4000,7.0,11.0,29.5,58.9,0,1.7,14.8,1,3,8,10.0,2.35,52.33,Moderate
44,3000,5.5,7.2,31.4,70.2,4,1.6,9.5,3,3,6,10.0,2.78,44.46,Poor
31,5000,1.6,3.0,32.6,66.2,4,11.4,0.9,3,2,6,10.0,3.79,49.41,Moderate
35,4500,3.1,4.9,28.8,66.0,1,2.2,8.0,3,3,7,10.0,2.21,57.35,Moderate
16,5000,4.9,7.3,30.9,83.8,1,5.6,9.4,2,3,7,10.0,2.95,55.24,Moderate
34,3000,3.2,5.7,29.0,46.9,3,11.1,14.8,1,3,7,10.0,2.94,56.9,Moderate
48,4000,4.5,6.3,30.5,27.1,7,2.9,11.4,2,3,5,10.0,2.66,50.21,Moderate
10,4500,4.4,6.3,27.5,72.0,1,1.9,10.2,1,3,8,10.0,1.9,69.46,Healthy
20,4500,4.4,6.0,29.0,52.7,1,3.1,14.1,1,1,8,10.0,2.34,65.3,Healthy
25,5000,8.4,12.1,37.7,42.0,6,4.1,13.9,2,3,6,10.0,4.43,39.19,Poor
3,3000,5.4,7.9,29.1,37.4,1,4.9,14.8,3,3,8,10.0,2.5,72.18,Healthy
33,3000,7.4,10.9,32.1,7.6,3,1.0,5.7,2,2,7,10.0,2.9,55.32,Moderate
47,3000,5.8,8.5,31.8,56.6,0,1.9,14.9,1,3,8,10.0,2.9,46.03,Poor
17,4500,8.3,13.4,31.2,63.9,5,3.4,16.5,3,1,4,10.0,2.86,47.76,Poor
39,5000,7.5,12.8,30.0,57.0,2,4.8,23.4,2,3,6,10.0,2.7,44.92,Poor
34,4500,4.3,5.2,32.4,62.7,0,5.6,12.5,3,2,7,10.0,3.32,50.03,Moderate
40,4500,9.4,15.6,32.7,80.0,5,6.8,15.5,2,3,5,10.0,3.48,31.1,Poor
28,4000,4.6,7.6,29.5,55.1,5,1.6,12.3,2,3,6,10.0,2.34,56.7,Moderate
28,5000,5.9,8.0,37.7,74.0,0,3.4,13.2,3,3,7,10.0,4.39,38.56,Poor
37,4000,6.3,9.1,35.8,79.5,0,3.4,15.5,3,3,7,10.0,3.94,36.59,Poor
41,3000,6.5,10.0,33.1,72.9,4,6.2,1.9,3,3,6,10.0,3.53,37.98,Poor
20,4500,7.1,9.0,35.0,27.8,6,6.1,11.5,3,3,6,10.0,3.95,51.03,Moderate
41,5000,4.0,5.9,30.7,67.0,2,1.6,11.6,2,3,8,10.0,2.61,51.68,Moderate
12,3000,6.9,10.9,35.7,51.6,2,1.1,7.0,3,1,7,10.0,3.76,50.34,Moderate
48,5000,6.7,9.2,26.7,48.1,4,2.5,2.3,2,3,7,10.0,1.76,54.42,Moderate
40,4500,5.5,6.8,32.7,45.5,5,1.0,7.7,3,2,6,10.0,3.04,47.97,Poor
16,5000,5.1,7.9,28.7,25.0,4,1.7,11.6,2,3,7,10.0,2.17,68.92,Healthy
8,3000,3.9,8.0,33.8,79.5,7,7.8,8.9,2,2,4,10.0,3.81,47.99,Poor
40,4000,6.5,9.0,31.4,18.6,5,0.8,11.4,2,1,6,10.0,2.72,52.53,Moderate
